Data from 32_USB2G479881__0__16-07-09-522.txt Node

Date: Thu Feb 19 16:07:09 GMT 2026
User: Student
Spectrometer: USB2G47988
Scans to average: 10
Trigger mode: 4
Integration Time (sec): 8.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	0.07124
351	3.15813
352	0.72531
353	-2.7658
354	-1.18888
355	0.98731
356	-1.19801
357	-1.66013
358	-2.34747
359	-4.09186
360	-1.3217
361	10.91341
362	6.91885
363	-1.42104
364	-4.27858
365	5.18031
366	11.31495
367	1.35388
368	10.93238
369	6.92854
370	-0.90846
371	9.2454
372	5.09972
373	1.65328
374	1.07945
375	1.2716
376	0.09542
377	23.77093
378	4.90368
379	1.23849
380	1.95933
381	3.82221
382	10.87081
383	-3.64318
384	9.78562
385	5.22501
386	8.14888
387	4.45143
388	24.12793
389	9.06977
390	0.97006
391	2.1449
392	2.51006
393	20.69972
394	16.59904
395	1.85907
396	1.02669
397	30.91529
398	12.95381
399	8.11925
400	11.03283
401	15.89411
402	8.63789
403	6.04367
404	2.31898
405	0.39131
406	28.29124
407	0.04718
408	4.44667
409	3.90753
410	13.48815
411	7.40157
412	4.72912
413	2.43266
414	4.79874
415	5.31542
416	7.98266
417	4.0176
418	7.7506
419	4.38053
420	3.14429
421	8.78069
422	15.68153
423	6.1541
424	7.10462
425	96.30292
426	6.95565
427	3.24984
428	1.22398
429	32.23744
430	14.52998
431	4.4578
432	2.53814
433	8.85686
434	3.37648
435	-0.2183
436	19.11974
437	6.00365
438	18.68001
439	61.74515
440	6.30718
441	1.11179
442	8.02491
443	22.62974
444	6.20757
445	-14.4123
446	-1.26995
447	3.24505
448	3.07073
449	13.50342
450	2.9647
451	5.02084
452	2.77119
453	5.67805
454	14.82908
455	3.39186
456	10.7409
457	6.32702
458	0.93629
459	14.30226
460	5.04426
461	1.68028
462	3.83854
463	4.32277
464	2.17345
465	5.25608
466	3.00303
467	6.27199
468	16.91589
469	9.72416
470	5.2594
471	1.72441
472	2.88307
473	11.61233
474	6.38624
475	2.55785
476	3.07945
477	10.66725
478	8.46409
479	13.73278
480	1.17233
481	4.5405
482	6.30881
483	1.91461
484	2.68212
485	1.59429
486	5.07242
487	3.90098
488	4.8079
489	39.54049
490	10.45499
491	1.7757
492	15.42723
493	2.04639
494	3.92639
495	6.12241
496	0.43835
497	11.06294
498	17.72623
499	4.12868
500	3.09698
501	12.32567
502	2.76275
503	1.36611
504	17.06479
505	6.29426
506	0.94101
507	4.72263
508	-0.16851
509	-9.69745
510	25.7892
511	3.0555
512	1.51442
513	14.94825
514	6.19246
515	5.36654
516	3.70221
517	-1.46513
518	0.13233
519	0.89599
520	21.43847
521	3.12063
522	9.22286
523	7.2285
524	5.86656
525	121.53637
526	11.72327
527	21.2533
528	3.12566
529	25.51261
530	7.4361
531	5.87493
532	2.16532
533	14.65744
534	0.97812
535	11.07928
536	29.8642
537	41.29561
538	4.41147
539	3.99068
540	4.15248
541	1.06475
542	1.68513
543	5.98818
544	4.87646
545	5.09991
546	75.40286
547	5.02992
548	7.66981
549	11.83556
550	11.99714
551	1.55929
552	1.86034
553	-0.1123
554	1.41684
555	13.55839
556	8.64287
557	1.26419
558	11.88902
559	5.21692
560	0.65557
561	5.90442
562	0.32202
563	8.32649
564	6.78778
565	0.60373
566	5.05298
567	2.02323
568	0.96241
569	6.28192
570	-0.67222
571	1.68337
572	4.111
573	-0.21807
574	1.61143
575	2.60428
576	1.42359
577	4.01085
578	2.15577
579	-0.34662
580	5.67642
581	0.03835
582	29.33815
583	2.78551
584	-1.97003
585	6.13819
586	0.23441
587	1.72608
588	-0.82692
589	-1.93278
590	5.112
591	-0.01258
592	3.43522
593	0.71536
594	11.23161
595	0.53077
596	7.13807
597	20.73032
598	19.55189
599	0.53266
600	12.82927
601	6.65945
602	25.85939
603	0.65011
604	6.68187
605	25.11281
606	2.69375
607	0.81347
608	11.03629
609	7.42435
610	1.64554
611	0.56907
612	-1.15838
613	3.0065
614	108.32498
615	9.76302
616	-0.12673
617	11.77559
618	3.95381
619	0.75039
620	1.30221
621	0.99
622	1.8596
623	2.65938
624	-0.61032
625	1.30167
626	1.49662
627	7.58271
628	13.01619
629	12.56979
630	0.99495
631	7.855
632	115.00757
633	6.85121
634	16.75601
635	3.28736
636	1.04411
637	3.80114
638	3.06116
639	2.6062
640	8.08895
641	3.68339
642	10.96104
643	5.82801
644	4.62287
645	84.03536
646	3.26315
647	17.33426
648	16.73326
649	9.77086
650	20.40124
651	16.15889
652	18.1545
653	49.47097
654	436.71328
655	530.05296
656	177.39605
657	37.91195
658	33.2105
659	56.60115
660	23.22503
661	9.11787
662	5.39774
663	56.35499
664	2.85213
665	3.67591
666	2.55854
667	3.35229
668	1.22817
669	3.50599
670	2.89208
671	7.74618
672	0.5641
673	5.0851
674	-1.29118
675	11.75265
676	17.75392
677	7.06095
678	27.18102
679	6.80001
680	5.34218
681	3.88526
682	18.31164
683	0.73419
684	18.54007
685	54.27316
686	0.62907
687	2.13339
688	0.77841
689	-0.15206
690	17.86804
691	0.44158
692	-0.34992
693	7.24558
694	3.84698
695	9.74029
